id, flags, type, happiness, health, youngs, teens, adults, seniors, p_electric, p_heating, p_water, p_worker, p_health, p_service, p_tax, x,y,z
25044,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),59,84,1,15,16,0,0,0,0,0,0,0,0,683.2521,281.818,392.0569
25106,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),77,79,1,13,17,1,0,0,0,0,0,0,0,355.0264,228.4734,751.851
25298,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),63,85,4,9,17,0,0,0,0,0,0,0,0,587.2521,274.3491,391.9967
25655,Created- Completed- Active- ZonesUpdated,H1_2x3_CommercialBlockhouse (BuildingInfo),45,0,0,0,1,0,0,0,0,11,0,0,0,418.9963,239.1195,799.8912
25710,Created- Completed- Active,H1 3x3 Sweatshop07 (BuildingInfo),97,83,0,0,0,0,0,0,0,0,0,0,0,558.9963,268.2222,799.979
25905,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),68,77,15,9,11,1,0,0,0,0,0,0,0,-106.8573,221.5313,341.8362
26315,Created- Completed- Active,3x3_Factory_EU09 (BuildingInfo),95,75,0,0,0,0,0,0,0,0,0,0,0,763.084,305.5649,660.1069
27866,Created- Completed- Active,4x4_Factory_EU02 (BuildingInfo),96,82,0,0,0,0,0,0,0,0,0,0,0,-577.1431,198.3137,354.4581
28188,Created- Completed- Active,H1_3x4_Officeblock (BuildingInfo),45,0,0,0,0,0,0,0,0,3,0,0,0,243.0992,222.6268,635.7809
28554,Created- Completed- Active- ZonesUpdated,medicalclinicEU (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,523.1292,261.5161,587.9565
28939,Created- HighDensity- Completed- Active,H1_3x3_Blockhouse (BuildingInfo),64,78,0,11,14,0,0,0,0,0,0,0,0,-222.5279,221.5625,333.101
28979,Created- Completed- Active,H1_2x2_Officeblock_Corner (BuildingInfo),78,88,0,0,0,0,0,0,0,0,0,0,0,203.2572,225.0175,383.7559
29012,Created- Completed- Active- ZonesUpdated,H1_officebuilding02EU_4x4b (BuildingInfo),45,0,0,0,0,0,0,0,0,13,0,0,0,243.1719,223.6121,519.7809
29457,Created- Completed- Active,H1 2x2 Sweatshop05 (BuildingInfo),96,84,0,0,0,0,0,0,0,0,0,0,0,-593.7729,193.108,309.077
29485,Created- HighDensity- Completed- Active,H1_2x2_Blockhouse (BuildingInfo),67,81,4,6,7,0,0,0,0,0,0,0,0,-198.222,221.5469,383.0732
31117,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),82,85,4,12,14,0,0,0,0,0,0,0,0,-60.7879,221.5469,455.5903
31654,Created- Completed- Active,H1_3x3_Officeblock (BuildingInfo),45,0,0,0,0,0,0,0,0,11,0,0,0,243.1343,223.0956,579.7809
32197,Created- Completed- Active- ZonesUpdated,hospital_EU (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,99.29484,221.8664,323.6907
32306,Created- HighDensity- Completed- Active,H1_2x2_Blockhouse (BuildingInfo),77,84,1,5,5,1,0,0,0,0,0,0,0,515.0415,255.8642,727.9514
32412,Created- HighDensity- Completed- Abandoned,H1_4x4_Blockhouse (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,715.1919,292.384,488.0768
32775,Created- Completed- Active,H1 4x4 Mediumfactory03 (BuildingInfo),97,82,0,0,0,0,0,0,0,0,0,0,0,-405.6314,221.4213,367.4102
32869,Created- HighDensity- Completed- Abandoned,H1_3x3_Blockhouse (BuildingInfo),0,0,0,0,0,0,0,0,128,0,0,0,0,-60.80545,221.5313,483.5903
33831,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),79,84,1,8,14,0,0,0,0,0,0,0,0,479.0665,258.6898,687.9289
33841,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),79,79,4,16,14,0,0,0,0,0,0,0,0,-108.8631,221.5313,575.5602
34317,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse (BuildingInfo),64,86,1,7,12,1,0,0,0,0,0,0,0,559.2521,270.7528,391.9791
34355,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),4,0,4,0,0,0,0,0,0,0,0,0,0,715.0715,305.9539,680.0768
35192,Created- Completed- Active,4x3_Factory_EU08 (BuildingInfo),96,83,0,0,0,0,0,0,0,0,0,0,0,763.0665,305.9993,688.1069
35234,Created- Completed- Active- ZonesUpdated,Library 01 (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,171.0916,221.6958,647.7358
35589,Created- HighDensity- Completed- Abandoned,H1_4x3_Blockhouse (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,715.0915,305.1752,648.0768
35628,Created- HighDensity- Completed- Abandoned,H1_4x3_Blockhouse (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,715.1116,303.7392,616.0768
35790,Created- HighDensity- Completed- Abandoned,H1_3x2_Blockhouse (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,-274.0062,221.5938,377.3502
35799,Created- HighDensity- Completed- Abandoned,H1_3x3_Blockhouse_Corner (BuildingInfo),5,0,0,0,2,0,0,0,0,0,0,0,0,719.0239,300.8726,756.0793
35832,Created- HighDensity- Completed- Active,H1_3x3_Blockhouse (BuildingInfo),84,80,7,4,6,3,0,0,0,0,0,0,0,-60.90075,221.5156,635.5903
36044,Created- HighDensity- Completed- Active,H1_2x3_Blockhouse (BuildingInfo),87,85,2,4,4,0,0,0,0,0,0,0,0,307.0239,224.4461,755.8209
36120,Created- HighDensity- Completed- Active,H1_3x3_Blockhouse_Corner (BuildingInfo),63,83,3,1,6,1,0,0,0,0,0,0,0,519.2547,262.6468,387.954
36211,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),65,77,9,12,15,2,0,0,0,0,0,0,0,-246.0857,221.5625,379.4587
36538,Created- Completed- Active,L1 4x4 Detached11 (BuildingInfo),86,81,1,2,4,2,0,0,0,0,0,0,0,115.0816,221.5589,663.7007
37196,Created- Completed- Active,L1 4x3 Shop02a (BuildingInfo),78,79,0,0,5,0,0,0,0,0,0,0,0,202.9662,221.574,847.7559
37958,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse01 (BuildingInfo),83,85,5,9,11,0,0,0,0,0,0,0,0,327.0264,226.0083,751.8335
38135,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),60,85,4,10,18,1,0,0,0,0,0,0,0,619.2521,277.9258,392.0167
38136,Created- Completed- Active,H1 3x3 Sweatshop07 (BuildingInfo),94,69,0,0,0,0,0,0,0,0,0,0,0,-382.0737,221.581,321.0526
38382,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),6,6,13,0,1,0,0,0,0,0,0,0,0,715.1317,301.7099,584.0768
38492,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse01 (BuildingInfo),68,73,1,2,7,0,0,0,0,0,0,0,0,-100.7453,221.5313,387.5652
39098,Created- Completed- Active- ZonesUpdated,Advanced Wind Turbine (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,-650.1025,186.375,362.682
39145,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),77,76,14,5,13,1,0,0,0,0,0,0,0,-108.8832,221.5156,607.5602
39471,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),71,78,18,2,7,0,0,0,0,0,0,0,0,479.1067,260.8453,623.9288
39699,Created- HighDensity- Completed- Abandoned,H1_4x3_Blockhouse (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,579.0264,273.1779,751.9916
39877,Created- HighDensity- Completed- Abandoned,H1_2x2_Blockhouse (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,659.0264,290.5948,752.0417
40215,Created- Completed- Abandoned- Historical,1341215328.TURTULE HOUSE_Data (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,91.05153,221.5313,711.6856
40287,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),60,86,7,12,15,0,0,0,0,0,0,0,0,715.232,287.5399,424.0769
40777,Created- Completed- Active,H1_3x3_Officeblock (BuildingInfo),45,0,0,0,0,0,0,0,0,7,0,0,0,475.2497,261.3746,395.9265
40853,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse (BuildingInfo),57,72,2,8,14,0,0,0,0,0,0,0,0,-246.4598,221.5781,331.2938
41201,Created- HighDensity- Completed- Abandoned,H1_4x4_Blockhouse (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,547.0264,264.8983,751.9714
41286,Created- HighDensity- Completed- Active,H1_2x2_Blockhouse (BuildingInfo),79,85,0,4,6,0,0,0,0,0,0,0,0,515.0515,257.1606,711.9514
41319,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,715.1667,296.4625,528.0768
41343,Created- Completed- Active,L1 4x3 Shop03b 1a (BuildingInfo),86,84,0,0,14,0,0,0,0,0,0,0,0,138.9662,221.5469,847.7157
41590,Created- Completed- Active,3x3_Factory_EU06 (BuildingInfo),95,84,0,0,0,0,0,0,0,0,0,0,0,763.0339,303.2433,740.1069
41771,Created- Completed- Active- ZonesUpdated,H1_officebuilding02EU_4x4 (BuildingInfo),45,0,0,0,0,0,0,0,0,1,0,0,0,243.2271,224.4872,431.781
41775,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),67,74,11,3,6,0,0,0,0,0,0,0,0,519.1067,260.8453,623.9539
42081,Created- HighDensity- Completed- Abandoned,H1_3x3_Blockhouse (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,715.1492,299.2745,556.0768
42145,Created- HighDensity- Completed- Active,H1_3x3_CommercialBlockhouse (BuildingInfo),45,0,0,0,1,0,0,0,0,11,0,0,0,398.9963,234.9287,799.8787
42659,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),79,78,8,9,14,2,0,0,0,0,0,0,0,-60.84809,221.5296,551.5903
