id, flags, type, happiness, health, youngs, teens, adults, seniors, p_electric, p_heating, p_water, p_worker, p_health, p_service, p_tax, x,y,z
6402,Created- Completed- Active,H1_2x2_Officeblock (BuildingInfo),0,0,0,0,0,0,0,0,0,128,0,0,0,203.1769,223.6893,511.7558
6648,Created- Completed- Active,H1 3x3 Sweatshop04 (BuildingInfo),94,67,0,0,0,0,0,0,0,0,0,0,0,678.9962,294.3221,800.0543
6894,Created- Completed- Active,L1 1x2 Shop04 (BuildingInfo),77,82,0,0,2,0,0,0,0,0,0,0,0,182.9663,221.5625,847.7433
7471,Created- FixedHeight- Completed- Active- ZonesUpdated,Water Tower (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,-5.346771,219.5367,847.3607
7549,Created- Completed- Active,H1_3x4_Officeblock (BuildingInfo),0,0,0,0,0,0,0,0,0,135,0,0,0,243.2095,224.205,459.7809
8171,Created- HighDensity- Completed- Abandoned,H1_3x2_Blockhouse01 (BuildingInfo),0,0,0,0,0,0,0,0,128,0,0,0,0,-60.80545,221.5313,483.5903
8269,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),70,87,2,12,14,0,0,0,0,0,0,0,0,479.1819,261.8748,503.9289
8776,Created- Completed- Active,H1_officebuilding02EU_4x4b (BuildingInfo),0,0,0,0,0,0,0,0,0,142,0,0,0,195.1418,223.205,567.7509
9205,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),64,76,4,7,15,0,0,0,0,0,0,0,0,-174.2901,221.5436,384.8805
9238,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),63,82,2,7,15,0,0,0,0,0,0,0,0,523.202,261.7813,471.9565
9577,Created- Completed- Active,H1_2x2_Officeblock (BuildingInfo),0,0,0,0,0,0,0,0,0,143,0,0,0,235.0866,222.455,655.7759
9939,Created- HighDensity- Completed- Active,H1_3x3_Blockhouse (BuildingInfo),76,72,3,9,11,0,0,0,0,0,0,0,0,299.039,223.7055,731.816
9975,Created- Completed- Active,H1 4x4 Mediumfactory02 (BuildingInfo),95,82,0,0,0,0,0,0,0,0,0,0,0,-569.5399,199.4737,306.8956
10146,Created- Completed- Active,cargoyard (BuildingInfo),95,72,0,0,0,0,0,0,0,0,0,0,0,586.9963,275.1318,799.9966
10273,Created- HighDensity- Completed- Active,H1_2x2_CommercialBlockhouse (BuildingInfo),9,72,0,0,1,0,0,0,0,143,0,0,0,458.9963,246.4729,799.9163
10320,Created- Completed- Active- ZonesUpdated,Combustion Plant (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,715.4,280.6232,156.0769
10798,Created- HighDensity- Completed- Active,H1_2x3_Blockhouse (BuildingInfo),16,0,0,1,5,0,0,0,0,0,0,0,0,519.0314,254.5515,743.954
10852,Created- Completed- Active,H1_3x4_Officeblock (BuildingInfo),0,0,0,0,0,0,0,0,0,138,0,0,0,243.0992,222.6268,635.7809
11158,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),60,86,1,22,20,0,0,0,0,0,0,0,0,651.2521,280.5041,392.0368
11659,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse (BuildingInfo),81,78,2,10,12,0,0,0,0,0,0,0,0,-60.8857,221.5296,611.5903
11801,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse (BuildingInfo),79,82,5,8,9,0,0,0,0,0,0,0,0,383.0264,231.7354,751.8686
11937,Created- HighDensity- Completed- Active,H1_1x1_Blockhouse (BuildingInfo),77,72,0,1,2,0,0,0,0,0,0,0,0,-96.93085,221.4688,683.5677
12204,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),63,75,1,5,12,0,0,0,0,0,0,0,0,479.1418,261.6877,567.929
12329,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse (BuildingInfo),62,80,2,3,12,0,0,0,0,0,0,0,0,523.2396,261.4995,411.9565
12618,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse (BuildingInfo),65,82,2,6,10,0,0,0,0,0,0,0,0,475.2195,261.7029,443.9265
12692,Created- HighDensity- Completed- Active,H1_3x3_Blockhouse (BuildingInfo),66,78,1,10,12,0,0,0,0,0,0,0,0,-218.1652,221.547,381.5672
12735,Created- HighDensity- Completed- Active,H1_2x4_Blockhouse (BuildingInfo),73,76,0,6,9,0,0,0,0,0,0,0,0,-108.828,221.5313,519.5602
12785,Created- Completed- Active,H1 4x3 Bigfactory05 (BuildingInfo),94,66,0,0,0,0,0,0,0,0,0,0,0,-354.1532,221.7021,323.161
12975,Created- Completed- Active,H1 3x3 Sweatshop07 (BuildingInfo),93,64,0,0,0,0,0,0,0,0,0,0,0,-497.3702,216.0851,360.4823
13023,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),78,79,0,12,14,0,0,0,0,0,0,0,0,-108.8431,221.5173,543.5602
13044,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse_Corner (BuildingInfo),82,80,0,3,6,0,0,0,0,0,0,0,0,291.0239,223.3773,755.8109
13313,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse (BuildingInfo),39,44,0,5,10,0,0,0,0,0,0,0,0,-297.938,221.625,375.5429
13718,Created- HighDensity- Completed- Active,H1_2x3_Blockhouse (BuildingInfo),63,84,2,4,6,0,0,0,0,0,0,0,0,539.2546,266.827,387.9666
14017,Created- HighDensity- Completed- Active,H1_3x3_Blockhouse (BuildingInfo),71,73,4,3,13,0,0,0,0,0,0,0,0,-108.8155,221.5313,499.5602
14032,Created- Completed- Active,H1_3x4_Officeblock (BuildingInfo),0,0,0,0,0,0,0,0,0,136,0,0,0,475.2497,261.3745,395.9265
14166,Created- HighDensity- Completed- Active,H1_3x3_Blockhouse (BuildingInfo),80,76,0,3,13,0,0,0,0,0,0,0,0,-108.9007,221.5156,635.5602
14193,Created- Completed- Active,H1 2x2 Sweatshop06 (BuildingInfo),95,80,0,0,0,0,0,0,0,0,0,0,0,-597.0862,193.1093,352.9521
14198,Created- Completed- Active,L1 3x4 Detached04a (BuildingInfo),86,81,0,3,4,0,0,0,0,0,0,0,0,31.08164,221.5313,663.6479
14212,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse_Corner (BuildingInfo),15,0,0,0,5,0,0,0,0,0,2,0,0,479.0214,251.4871,759.9289
14237,Created- HighDensity- Completed- Active,H1_2x4_Blockhouse (BuildingInfo),56,81,0,3,7,0,0,0,0,0,0,0,0,715.2471,284.9167,400.0769
14413,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse (BuildingInfo),76,85,0,8,8,0,0,0,0,0,0,0,0,515.0791,259.4552,667.9514
14683,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse (BuildingInfo),3,0,0,2,9,0,0,0,0,0,12,0,0,-326.2327,221.6875,325.2695
14700,Created- HighDensity- Completed- Active,H1_1x1_Blockhouse (BuildingInfo),86,82,0,3,2,0,0,0,0,0,0,0,0,-107.463,221.4678,687.1667
14938,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),65,84,3,6,15,0,0,0,0,0,0,0,0,523.222,261.6873,439.9565
14968,Created- Completed- Active,4x4_Factory_EU02 (BuildingInfo),96,75,0,0,0,0,0,0,0,0,0,0,0,763.049,304.8849,716.1069
15039,Created- Completed- Active,H1 4x4 Mediumfactory03 (BuildingInfo),95,78,0,0,0,0,0,0,0,0,0,0,0,514.9963,254.3231,799.9514
15285,Created- Completed- Active- ZonesUpdated,Landfill Site (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,779.3875,280.2326,176.117
15429,Created- Completed- Active,4x4_Factory_EU02 (BuildingInfo),96,81,0,0,0,0,0,0,0,0,0,0,0,763.1693,296.0406,524.1069
15504,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse (BuildingInfo),66,84,1,5,11,0,0,0,0,0,0,0,0,519.1644,261.875,531.954
15672,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),79,85,3,5,12,0,0,0,0,0,0,0,0,479.0866,259.8771,655.9289
16632,Created- FixedHeight- Completed- Active- ZonesUpdated,Water Tower (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,-5.346771,219.534,831.3607
16855,Created- Completed- Active,3x3_Factory_EU09 (BuildingInfo),95,75,0,0,0,0,0,0,0,0,0,0,0,-377.7109,221.6272,369.5187
16862,Created- Completed- Active,H1 4x4 Mediumfactory03 (BuildingInfo),96,81,0,0,0,0,0,0,0,0,0,0,0,-469.4497,218.8366,362.5908
17081,Created- Completed- Active,L1 4x3 Detached12 (BuildingInfo),89,84,0,6,6,0,0,0,0,0,0,0,0,2.656502,221.5313,663.5649
17207,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse (BuildingInfo),43,52,2,7,10,0,0,0,0,0,0,0,0,439.0264,242.1532,751.9037
17494,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),3,0,2,1,10,0,0,0,0,0,1,0,0,-325.8586,221.6719,373.4344
17795,Created- Completed- Active,H1_2x2_Officeblock (BuildingInfo),77,79,0,0,0,0,0,0,0,0,0,0,0,237.2804,222.3716,675.0031
17873,Created- HighDensity- Completed- Active,H1_1x1_Blockhouse (BuildingInfo),87,83,0,3,2,0,0,0,0,0,0,0,0,-72.92583,221.4704,675.5828
18634,Created- HighDensity- Completed- Active,H1_2x2_Blockhouse (BuildingInfo),86,81,0,8,6,0,0,0,0,0,0,0,0,-100.9233,221.4844,671.5652
18786,Created- HighDensity- Completed- Active,H1_2x2_CommercialBlockhouse_Corner (BuildingInfo),0,0,0,0,1,0,0,0,0,142,0,0,0,291.0013,223.4614,791.811
18891,Created- Completed- Active,3x3_Factory_EU06 (BuildingInfo),94,66,0,0,0,0,0,0,0,0,0,0,0,-353.7791,221.7031,371.326
18928,Created- HighDensity- Completed- Active,H1_2x3_Blockhouse_Corner (BuildingInfo),13,0,0,1,6,0,0,0,0,0,0,0,0,519.0214,253.3943,759.9539
19064,Created- HighDensity- Completed- Active,H1_2x3_CommercialBlockhouse (BuildingInfo),15,75,0,0,5,0,0,0,0,142,0,0,0,418.9963,239.1195,799.8912
19178,Created- HighDensity- Completed- Active,H1_2x2_Blockhouse (BuildingInfo),83,78,2,3,8,0,0,0,0,0,0,0,0,-108.9133,221.4892,655.5602
19254,Created- HighDensity- Completed- Active,H1_1x1_Blockhouse (BuildingInfo),84,77,0,1,2,0,0,0,0,0,0,0,0,-72.92081,221.4844,667.5828
19402,Created- Completed- Active,3x3_Factory_EU09 (BuildingInfo),96,80,0,0,0,0,0,0,0,0,0,0,0,-553.2112,205.2602,356.2654
19636,Created- Completed- Active,H1 3x3 Sweatshop04 (BuildingInfo),96,81,0,0,0,0,0,0,0,0,0,0,0,763.1191,303.0524,604.1069
19652,Created- Completed- Active,H1_3x3_Officeblock (BuildingInfo),19,82,0,0,0,0,0,0,0,141,0,0,0,243.1343,223.0956,579.7809
19975,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),65,77,0,9,17,0,0,0,0,0,0,0,0,-142.381,221.5313,387.2902
20027,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),68,85,0,8,12,0,0,0,0,0,0,0,0,479.1619,261.8596,535.9289
21211,Created- FixedHeight- Completed- ZonesUpdated,957598160.Farm 1A_Data (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,-141.3435,221.4063,795.2744
21904,Created- FixedHeight- Completed- Active,Water Outlet (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,-15.02568,195.492,-865.8184
22290,Created- Completed- Abandoned,H1_2x2_Officeblock (BuildingInfo),0,0,0,0,0,0,0,0,0,191,0,0,0,187.2572,224.2654,383.7458
22377,Created- HighDensity- Completed- Active,H1_2x2_Blockhouse (BuildingInfo),57,81,1,0,2,0,0,0,0,0,0,0,0,707.2571,282.5297,384.0719
22623,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),67,73,0,5,16,0,0,0,0,0,0,0,0,-108.7628,221.5313,415.5602
22687,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse (BuildingInfo),69,75,0,1,6,0,0,0,0,0,0,0,0,515.064,258.5027,691.9514
22855,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse (BuildingInfo),67,85,0,6,9,0,0,0,0,0,0,0,0,519.1493,261.7659,555.954
23381,Created- Completed- Active,L1 1x1 Shop (BuildingInfo),80,82,0,0,2,0,0,0,0,0,0,0,0,166.9662,221.5313,847.7332
23415,Created- Completed- Active,H1 3x3 Sweatshop07 (BuildingInfo),95,74,0,0,0,0,0,0,0,0,0,0,0,763.1342,301.3976,580.107
23553,Created- HighDensity- Completed- Active,H1_1x1_Blockhouse (BuildingInfo),5,0,0,4,1,0,0,0,0,0,0,0,0,715.1793,294.3855,508.0769
23588,Created- Completed- Active,Wind Turbine (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,36.7357,212.6172,-822.2222
23647,Created- HighDensity- Completed- Active,H1_2x2_Blockhouse (BuildingInfo),77,86,0,3,4,0,0,0,0,0,0,0,0,515.0916,260.1427,647.9514
23880,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),5,0,3,0,11,0,0,0,0,0,0,0,0,715.1317,301.7099,584.0768
25044,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),56,80,3,5,17,0,0,0,0,0,0,0,0,683.2521,281.818,392.0569
25106,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),70,68,1,6,16,0,0,0,0,0,0,0,0,355.0264,228.4734,751.851
25298,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),59,80,4,13,17,0,0,0,0,0,0,0,0,587.2521,274.3491,391.9967
25369,Created- Completed- Active,H1_3x3_Officeblock (BuildingInfo),0,0,0,0,0,0,0,0,0,134,0,0,0,258.4245,223.0208,670.8887
25710,Created- Completed- Active,H1 3x3 Sweatshop07 (BuildingInfo),97,82,0,0,0,0,0,0,0,0,0,0,0,558.9963,268.2222,799.979
25905,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),71,82,2,5,15,0,0,0,0,0,0,0,0,-106.8573,221.5313,341.8362
26315,Created- Completed- Active,3x3_Factory_EU09 (BuildingInfo),95,74,0,0,0,0,0,0,0,0,0,0,0,763.084,305.5649,660.1069
26589,Created- Completed- Active,H1 4x3 BigFactory06 (BuildingInfo),94,71,0,0,0,0,0,0,0,0,0,0,0,763.1016,304.5198,632.1069
27789,Created- Completed- Active,H1 4x4 Mediumfactory03 (BuildingInfo),67,76,0,0,0,0,0,0,0,0,0,0,0,763.1517,298.8683,552.107
27790,Created- HighDensity- Completed- Abandoned,H1_3x2_Blockhouse (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,639.0264,286.8215,752.0292
27866,Created- Completed- Active,4x4_Factory_EU02 (BuildingInfo),95,77,0,0,0,0,0,0,0,0,0,0,0,-577.1431,198.3137,354.4581
28554,Created- Completed- Active- ZonesUpdated,medicalclinicEU (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,523.1292,261.5161,587.9565
28939,Created- HighDensity- Completed- Active,H1_3x3_Blockhouse (BuildingInfo),63,78,1,3,12,0,0,0,0,0,0,0,0,-222.5279,221.5625,333.101
28979,Created- Completed- Active,H1_2x2_Officeblock_Corner (BuildingInfo),78,87,0,0,0,0,0,0,0,0,0,0,0,203.2572,225.0175,383.7559
29457,Created- Completed- Active,H1 2x2 Sweatshop05 (BuildingInfo),94,68,0,0,0,0,0,0,0,0,0,0,0,-593.7729,193.108,309.077
29485,Created- HighDensity- Completed- Active,H1_2x2_Blockhouse (BuildingInfo),62,75,1,1,7,0,0,0,0,0,0,0,0,-198.222,221.5469,383.0732
30880,Created- Completed- Active,H1_3x4_Officeblock (BuildingInfo),0,0,0,0,0,0,0,0,0,141,0,0,0,195.1895,223.8777,491.7508
31117,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),78,80,1,13,13,0,0,0,0,0,0,0,0,-60.7879,221.5469,455.5903
31131,Created- Completed- Active,H1_4x3_officeblock (BuildingInfo),0,0,0,0,0,0,0,0,0,142,0,0,0,243.1719,223.6122,519.7809
32008,Created- Completed- Active,H1_officebuilding02EU_4x4b (BuildingInfo),0,0,0,0,0,0,0,0,0,142,0,0,0,195.1217,222.9393,599.7509
32197,Created- Completed- Active- ZonesUpdated,hospital_EU (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,99.29484,221.8664,323.6907
32306,Created- HighDensity- Completed- Active,H1_2x2_Blockhouse (BuildingInfo),74,81,0,4,6,0,0,0,0,0,0,0,0,515.0415,255.8642,727.9514
32412,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),6,6,3,0,9,0,0,0,0,0,0,0,0,715.1919,292.384,488.0768
32775,Created- Completed- Active,H1 4x4 Mediumfactory03 (BuildingInfo),96,80,0,0,0,0,0,0,0,0,0,0,0,-405.6314,221.4213,367.4102
33831,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),77,82,2,7,12,0,0,0,0,0,0,0,0,479.0665,258.6898,687.9289
33841,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),75,75,4,3,12,0,0,0,0,0,0,0,0,-108.8631,221.5313,575.5602
34317,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse (BuildingInfo),63,84,2,6,11,0,0,0,0,0,0,0,0,559.2521,270.7528,391.9791
35192,Created- Completed- Active,4x3_Factory_EU08 (BuildingInfo),96,81,0,0,0,0,0,0,0,0,0,0,0,763.0665,305.9993,688.1069
35234,Created- Completed- Active- ZonesUpdated,Library 01 (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,171.0916,221.6958,647.7358
35589,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),5,0,2,2,11,0,0,0,0,0,27,0,0,715.0915,305.1752,648.0768
35628,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),15,11,5,0,9,0,0,0,0,0,10,0,0,715.1116,303.7392,616.0768
35790,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse (BuildingInfo),38,45,1,0,10,0,0,0,0,0,0,0,0,-274.0062,221.5938,377.3502
35799,Created- HighDensity- Completed- Active,H1_3x3_Blockhouse_Corner (BuildingInfo),10,0,2,0,7,0,0,0,0,0,8,0,0,719.0239,300.8726,756.0793
35832,Created- HighDensity- Completed- Active,H1_3x3_Blockhouse (BuildingInfo),88,83,0,17,12,0,0,0,0,0,0,0,0,-60.90075,221.5156,635.5903
36044,Created- HighDensity- Completed- Active,H1_2x3_Blockhouse (BuildingInfo),86,82,0,3,4,0,0,0,0,0,0,0,0,307.0239,224.4461,755.8209
36120,Created- HighDensity- Completed- Active,H1_3x3_Blockhouse_Corner (BuildingInfo),66,86,3,7,8,0,0,0,0,0,0,0,0,519.2547,262.6468,387.954
36211,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),66,77,3,18,17,0,0,0,0,0,0,0,0,-246.0857,221.5625,379.4587
36538,Created- Completed- Active,L1 4x4 Detached11 (BuildingInfo),89,85,0,9,3,1,0,0,0,0,0,0,0,115.0816,221.5589,663.7007
36669,Created- Completed- Active,H1_officebuilding02EU_4x4b (BuildingInfo),0,0,0,0,0,0,0,0,0,143,0,0,0,195.1619,223.4862,535.7508
37196,Created- Completed- Active,L1 4x3 Shop02a (BuildingInfo),75,75,0,0,6,0,0,0,0,0,0,0,0,202.9662,221.574,847.7559
37958,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse01 (BuildingInfo),71,72,6,5,9,0,0,0,0,0,0,0,0,327.0264,226.0083,751.8335
38074,Created- Completed- Active,H1_3x3_Officeblock (BuildingInfo),0,0,0,0,0,0,0,0,0,142,0,0,0,195.2446,224.8152,403.7509
38135,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),54,75,0,11,19,0,0,0,0,0,0,0,0,619.2521,277.9258,392.0167
38136,Created- Completed- Active,H1 3x3 Sweatshop07 (BuildingInfo),94,67,0,0,0,0,0,0,0,0,0,0,0,-382.0737,221.581,321.0526
38148,Created- HighDensity- Completed- Abandoned,H1_2x4_Blockhouse (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,475.0314,254.5515,743.9263
38272,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),0,0,2,1,8,0,0,0,0,0,27,0,0,715.1667,296.4625,528.0768
38492,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse01 (BuildingInfo),66,72,2,3,6,0,0,0,0,0,0,0,0,-100.7453,221.5313,387.5652
38808,Created- HighDensity- Completed- Active,H1_3x2_CommercialBlockhouse (BuildingInfo),11,82,0,0,1,0,0,0,0,140,0,0,0,398.9963,234.9294,799.8787
39098,Created- Completed- Active- ZonesUpdated,Advanced Wind Turbine (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,-650.1025,186.375,362.682
39145,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),80,77,1,0,13,1,0,0,0,0,0,0,0,-108.8832,221.5156,607.5602
39471,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),78,87,2,11,9,0,0,0,0,0,0,0,0,479.1067,260.8453,623.9288
39699,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),12,4,2,0,10,0,0,0,0,0,0,0,0,579.0264,273.1779,751.9916
39877,Created- HighDensity- Completed- Active,H1_2x2_Blockhouse (BuildingInfo),23,21,0,3,10,0,0,0,0,0,0,0,0,659.0264,290.5948,752.0417
40215,Created- Completed- Abandoned- Historical,1341215328.TURTULE HOUSE_Data (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,91.05153,221.5313,711.6856
40287,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),57,82,2,9,16,0,0,0,0,0,0,0,0,715.232,287.5399,424.0769
40634,Created- HighDensity- Completed- Active,H1_3x3_Blockhouse (BuildingInfo),11,0,1,2,11,0,0,0,0,0,0,0,0,679.0264,294.3221,752.0542
40853,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse (BuildingInfo),63,78,3,6,9,0,0,0,0,0,0,0,0,-246.4598,221.5781,331.2938
41190,Created- HighDensity- Completed- Active,H1_3x3_CommercialBlockhouse (BuildingInfo),9,85,0,0,1,0,0,0,0,141,0,0,0,310.9963,224.7393,799.8235
41201,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),14,0,2,0,11,0,0,0,0,0,0,0,0,547.0264,264.8983,751.9714
41286,Created- HighDensity- Completed- Active,H1_2x2_Blockhouse (BuildingInfo),76,83,0,3,6,0,0,0,0,0,0,0,0,515.0515,257.1606,711.9514
41775,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),74,84,3,12,5,0,0,0,0,0,0,0,0,519.1067,260.8453,623.9539
42081,Created- HighDensity- Completed- Active,H1_3x3_Blockhouse (BuildingInfo),1,0,1,1,9,0,0,0,0,0,25,0,0,715.1492,299.2745,556.0768
