id, flags, type, happiness, health, youngs, teens, adults, seniors, p_electric, p_heating, p_water, p_worker, p_health, p_service, p_tax, x,y,z
5824,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),66,80,0,17,18,0,0,0,0,0,0,0,0,-138.7664,221.5313,339.4265
6648,Created- Completed- Active,H1 3x3 Sweatshop04 (BuildingInfo),96,83,0,0,0,0,0,0,0,0,0,0,0,678.9962,294.3221,800.0543
6894,Created- Completed- Active,L1 1x2 Shop04 (BuildingInfo),78,83,0,0,2,0,0,0,0,0,0,0,0,182.9663,221.5625,847.7433
7090,Created- Completed- Abandoned,H1_officebuilding04EU_4x4 (BuildingInfo),0,0,0,0,0,0,0,0,0,191,0,0,0,243.1719,223.6122,519.7809
7471,Created- FixedHeight- Completed- Active- ZonesUpdated,Water Tower (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,-5.346771,219.5367,847.3607
7533,Created- HighDensity- Completed- Abandoned,H1_2x2_CommercialBlockhouse_Corner (BuildingInfo),0,0,0,0,1,0,0,0,0,191,0,0,0,291.0013,223.4614,791.811
8269,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),70,86,2,10,15,0,0,0,0,0,0,0,0,479.1819,261.8748,503.9289
9205,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),66,79,5,10,15,1,0,0,0,0,0,0,0,-174.2901,221.5436,384.8805
9238,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),63,83,3,11,15,1,0,0,0,0,0,0,0,523.202,261.7813,471.9565
9679,Created- Completed- Abandoned,H1_3x3_Officeblock (BuildingInfo),0,0,0,0,0,0,0,0,0,191,0,0,0,475.2497,261.3746,395.9265
9939,Created- HighDensity- Completed- Active,H1_3x3_Blockhouse (BuildingInfo),84,82,5,9,11,0,0,0,0,0,0,0,0,299.039,223.7055,731.816
9975,Created- Completed- Active,H1 4x4 Mediumfactory02 (BuildingInfo),94,72,0,0,0,0,0,0,0,0,0,0,0,-569.5399,199.4737,306.8956
10146,Created- Completed- Active,cargoyard (BuildingInfo),96,77,0,0,0,0,0,0,0,0,0,0,0,586.9963,275.1318,799.9966
10320,Created- Completed- Active- ZonesUpdated,Combustion Plant (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,715.4,280.6232,156.0769
10798,Created- HighDensity- Completed- Abandoned,H1_2x3_Blockhouse (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,519.0314,254.5515,743.954
11091,Created- Completed- Active,H1_2x2_Officeblock (BuildingInfo),45,0,0,0,0,0,0,0,0,46,0,0,0,187.2572,224.2654,383.7458
11158,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),60,86,6,11,18,0,0,0,0,0,0,0,0,651.2521,280.5041,392.0368
11270,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse01 (BuildingInfo),17,15,8,0,6,0,0,0,0,0,0,0,0,639.0264,286.8215,752.0292
11659,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse (BuildingInfo),86,82,3,10,14,0,0,0,0,0,0,0,0,-60.8857,221.5296,611.5903
11801,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse (BuildingInfo),82,85,6,6,9,0,0,0,0,0,0,0,0,383.0264,231.7354,751.8686
11937,Created- HighDensity- Completed- Active,H1_1x1_Blockhouse (BuildingInfo),83,77,0,2,2,0,0,0,0,0,0,0,0,-96.93085,221.4688,683.5677
12204,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),66,80,1,10,13,0,0,0,0,0,0,0,0,479.1418,261.6877,567.929
12329,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse (BuildingInfo),63,83,2,11,11,1,0,0,0,0,0,0,0,523.2396,261.4995,411.9565
12618,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse (BuildingInfo),67,87,9,8,9,0,0,0,0,0,0,0,0,475.2195,261.7029,443.9265
12692,Created- HighDensity- Completed- Active,H1_3x3_Blockhouse (BuildingInfo),63,74,6,9,12,0,0,0,0,0,0,0,0,-218.1652,221.547,381.5672
12735,Created- HighDensity- Completed- Active,H1_2x4_Blockhouse (BuildingInfo),77,79,1,5,9,0,0,0,0,0,0,0,0,-108.828,221.5313,519.5602
12785,Created- Completed- Active,H1 4x3 Bigfactory05 (BuildingInfo),95,77,0,0,0,0,0,0,0,0,0,0,0,-354.1532,221.7021,323.161
12975,Created- Completed- Active,H1 3x3 Sweatshop07 (BuildingInfo),96,82,0,0,0,0,0,0,0,0,0,0,0,-497.3702,216.0851,360.4823
13023,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),79,79,0,12,14,0,0,0,0,0,0,0,0,-108.8431,221.5173,543.5602
13044,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse_Corner (BuildingInfo),85,84,0,6,6,0,0,0,0,0,0,0,0,291.0239,223.3773,755.8109
13313,Created- HighDensity- Completed- Abandoned,H1_3x2_Blockhouse (BuildingInfo),21,48,0,5,3,0,0,0,0,0,0,0,0,-297.938,221.625,375.5429
13718,Created- HighDensity- Completed- Active,H1_2x3_Blockhouse (BuildingInfo),65,87,2,6,6,0,0,0,0,0,0,0,0,539.2546,266.827,387.9666
14017,Created- HighDensity- Completed- Active,H1_3x3_Blockhouse (BuildingInfo),76,78,7,6,13,0,0,0,0,0,0,0,0,-108.8155,221.5313,499.5602
14166,Created- HighDensity- Completed- Active,H1_3x3_Blockhouse (BuildingInfo),81,78,1,7,10,1,0,0,0,0,0,0,0,-108.9007,221.5156,635.5602
14193,Created- Completed- Active,H1 2x2 Sweatshop06 (BuildingInfo),96,84,0,0,0,0,0,0,0,0,0,0,0,-597.0862,193.1093,352.9521
14198,Created- Completed- Active,L1 3x4 Detached04a (BuildingInfo),89,84,2,3,4,0,0,0,0,0,0,0,0,31.08164,221.5313,663.6479
14212,Created- HighDensity- Completed- Abandoned,H1_3x2_Blockhouse_Corner (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,479.0214,251.4871,759.9289
14237,Created- HighDensity- Completed- Active,H1_2x4_Blockhouse (BuildingInfo),59,84,3,5,5,0,0,0,0,0,0,0,0,715.2471,284.9167,400.0769
14413,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse (BuildingInfo),79,87,0,10,8,0,0,0,0,0,0,0,0,515.0791,259.4552,667.9514
14700,Created- HighDensity- Completed- Active,H1_1x1_Blockhouse (BuildingInfo),84,79,1,2,2,0,0,0,0,0,0,0,0,-107.463,221.4678,687.1667
14938,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),63,82,3,8,16,0,0,0,0,0,0,0,0,523.222,261.6873,439.9565
14968,Created- Completed- Active,4x4_Factory_EU02 (BuildingInfo),96,83,0,0,0,0,0,0,0,0,0,0,0,763.049,304.8849,716.1069
15039,Created- Completed- Active,H1 4x4 Mediumfactory03 (BuildingInfo),95,82,0,0,0,0,0,0,0,0,0,0,0,514.9963,254.3231,799.9514
15088,Created- Completed- Abandoned,H1_3x4_Officeblock (BuildingInfo),19,83,0,0,0,0,0,0,0,191,0,0,0,243.0992,222.6268,635.7809
15285,Created- Completed- Active- ZonesUpdated,Landfill Site (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,779.3875,280.2326,176.117
15429,Created- Completed- Active,4x4_Factory_EU02 (BuildingInfo),96,81,0,0,0,0,0,0,0,0,0,0,0,763.1693,296.0406,524.1069
15504,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse (BuildingInfo),68,87,3,6,9,0,0,0,0,0,0,0,0,519.1644,261.875,531.954
15672,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),78,85,4,4,11,1,0,0,0,0,0,0,0,479.0866,259.8771,655.9289
16632,Created- FixedHeight- Completed- Active- ZonesUpdated,Water Tower (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,-5.346771,219.534,831.3607
16855,Created- Completed- Active,3x3_Factory_EU09 (BuildingInfo),97,84,0,0,0,0,0,0,0,0,0,0,0,-377.7109,221.6272,369.5187
16862,Created- Completed- Active,H1 4x4 Mediumfactory03 (BuildingInfo),95,76,0,0,0,0,0,0,0,0,0,0,0,-469.4497,218.8366,362.5908
17081,Created- Completed- Active,L1 4x3 Detached12 (BuildingInfo),89,84,1,4,6,0,0,0,0,0,0,0,0,2.656502,221.5313,663.5649
17494,Created- HighDensity- Completed- Abandoned,H1_4x3_Blockhouse (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,-325.8586,221.6719,373.4344
17795,Created- Completed- Active,H1_2x2_Officeblock (BuildingInfo),30,87,0,0,0,0,0,0,0,0,0,0,0,237.2804,222.3716,675.0031
17873,Created- HighDensity- Completed- Active,H1_1x1_Blockhouse (BuildingInfo),87,77,0,0,2,0,0,0,0,0,0,0,0,-72.92583,221.4704,675.5828
18353,Created- HighDensity- Completed- Abandoned,H1_4x4_Blockhouse (BuildingInfo),0,0,0,0,0,0,0,0,128,0,0,0,0,-108.7979,221.5313,471.5602
18634,Created- HighDensity- Completed- Active,H1_2x2_Blockhouse (BuildingInfo),83,77,0,4,5,1,0,0,0,0,0,0,0,-100.9233,221.4844,671.5652
18891,Created- Completed- Active,3x3_Factory_EU06 (BuildingInfo),95,75,0,0,0,0,0,0,0,0,0,0,0,-353.7791,221.7031,371.326
18928,Created- HighDensity- Completed- Abandoned,H1_2x3_Blockhouse_Corner (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,519.0214,253.3943,759.9539
19086,Created- Completed- Abandoned,H1_3x3_Officeblock (BuildingInfo),17,83,0,0,0,0,0,0,0,191,0,0,0,195.1895,223.8777,491.7508
19178,Created- HighDensity- Completed- Active,H1_2x2_Blockhouse (BuildingInfo),81,76,2,4,7,1,0,0,0,0,0,0,0,-108.9133,221.4892,655.5602
19254,Created- HighDensity- Completed- Active,H1_1x1_Blockhouse (BuildingInfo),87,80,1,2,2,0,0,0,0,0,0,0,0,-72.92081,221.4844,667.5828
19402,Created- Completed- Active,3x3_Factory_EU09 (BuildingInfo),96,80,0,0,0,0,0,0,0,0,0,0,0,-553.2112,205.2602,356.2654
19476,Created- Completed- Active,H3 4x4 Mediumfactory08 (BuildingInfo),94,67,0,0,0,0,0,0,0,0,0,0,0,763.1517,298.8838,552.107
19636,Created- Completed- Active,H1 3x3 Sweatshop04 (BuildingInfo),97,82,0,0,0,0,0,0,0,0,0,0,0,763.1191,303.0524,604.1069
19975,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),68,79,7,11,15,0,0,0,0,0,0,0,0,-142.381,221.5313,387.2902
20027,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),70,86,0,7,11,0,0,0,0,0,0,0,0,479.1619,261.8596,535.9289
20594,Created- HighDensity- Completed- Abandoned,H1_3x3_CommercialBlockhouse (BuildingInfo),0,0,0,0,1,0,0,0,0,191,0,0,0,438.9963,242.1543,799.9037
20838,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse (BuildingInfo),69,72,6,0,9,0,0,0,0,0,0,0,0,439.0264,242.1532,751.9037
20978,Created- HighDensity- Completed- Abandoned,H1_2x3_CommercialBlockhouse (BuildingInfo),10,80,0,0,1,0,0,0,0,191,0,0,0,458.9963,246.4722,799.9163
21211,Created- FixedHeight- Completed- ZonesUpdated,957598160.Farm 1A_Data (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,-141.3435,221.4063,795.2744
21265,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse01 (BuildingInfo),12,4,10,1,7,0,0,0,0,0,4,0,0,715.0539,305.3541,708.0768
21904,Created- FixedHeight- Completed- Active,Water Outlet (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,-15.02568,195.492,-865.8184
22377,Created- HighDensity- Completed- Active,H1_2x2_Blockhouse (BuildingInfo),56,81,0,0,4,0,0,0,0,0,0,0,0,707.2571,282.5297,384.0719
22623,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),71,79,1,20,13,1,0,0,0,0,0,0,0,-108.7628,221.5313,415.5602
22687,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse (BuildingInfo),77,85,0,6,6,0,0,0,0,0,0,0,0,515.064,258.5027,691.9514
22769,Created- Completed- Abandoned,H1_officebuilding04EU_4x4 (BuildingInfo),14,86,0,0,0,0,0,0,0,191,0,0,0,195.1217,222.9393,599.7509
22855,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse (BuildingInfo),69,87,1,6,9,0,0,0,0,0,0,0,0,519.1493,261.7659,555.954
23381,Created- Completed- Active,L1 1x1 Shop (BuildingInfo),79,83,0,0,2,0,0,0,0,0,0,0,0,166.9662,221.5313,847.7332
23415,Created- Completed- Active,H1 3x3 Sweatshop07 (BuildingInfo),92,82,0,0,0,0,0,0,0,0,0,0,0,763.1342,301.3976,580.107
23553,Created- HighDensity- Completed- Abandoned,H1_1x1_Blockhouse (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,715.1793,294.3855,508.0769
23588,Created- Completed- Active,Wind Turbine (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,36.7357,212.6172,-822.2222
23647,Created- HighDensity- Completed- Active,H1_2x2_Blockhouse (BuildingInfo),78,87,0,4,4,0,0,0,0,0,0,0,0,515.0916,260.1427,647.9514
24296,Created- Completed- Abandoned,H1_officebuilding02EU_4x4 (BuildingInfo),7,24,0,0,0,0,0,0,0,191,0,0,0,195.1619,223.4862,535.7508
25044,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),59,84,2,15,15,0,0,0,0,0,0,0,0,683.2521,281.818,392.0569
25106,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),76,77,1,12,18,0,0,0,0,0,0,0,0,355.0264,228.4734,751.851
25108,Created- Completed- Abandoned,H1_3x4_Officeblock (BuildingInfo),0,0,0,0,0,0,0,0,0,191,0,0,0,195.2446,224.8152,403.7509
25298,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),63,85,5,10,17,0,0,0,0,0,0,0,0,587.2521,274.3491,391.9967
25367,Created- Completed- Abandoned,H1_2x2_Officeblock (BuildingInfo),0,0,0,0,0,0,0,0,0,191,0,0,0,235.0866,222.455,655.7759
25710,Created- Completed- Active,H1 3x3 Sweatshop07 (BuildingInfo),97,83,0,0,0,0,0,0,0,0,0,0,0,558.9963,268.2222,799.979
25770,Created- Completed- Abandoned,H1_officebuilding02EU_4x4b (BuildingInfo),7,0,0,0,0,0,0,0,0,191,0,0,0,243.2472,224.8621,399.781
25905,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),67,76,8,6,11,1,0,0,0,0,0,0,0,-106.8573,221.5313,341.8362
26246,Created- Completed- Abandoned,H1_4x3_officeblock (BuildingInfo),18,83,0,0,0,0,0,0,0,191,0,0,0,195.1418,223.2049,567.7509
26315,Created- Completed- Active,3x3_Factory_EU09 (BuildingInfo),96,81,0,0,0,0,0,0,0,0,0,0,0,763.084,305.5649,660.1069
27866,Created- Completed- Active,4x4_Factory_EU02 (BuildingInfo),95,77,0,0,0,0,0,0,0,0,0,0,0,-577.1431,198.3137,354.4581
28554,Created- Completed- Active- ZonesUpdated,medicalclinicEU (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,523.1292,261.5161,587.9565
28939,Created- HighDensity- Completed- Active,H1_3x3_Blockhouse (BuildingInfo),62,74,1,8,13,0,0,0,0,0,0,0,0,-222.5279,221.5625,333.101
28979,Created- Completed- Active,H1_2x2_Officeblock_Corner (BuildingInfo),78,86,0,0,0,0,0,0,0,0,0,0,0,203.2572,225.0175,383.7559
29457,Created- Completed- Active,H1 2x2 Sweatshop05 (BuildingInfo),96,83,0,0,0,0,0,0,0,0,0,0,0,-593.7729,193.108,309.077
29485,Created- HighDensity- Completed- Active,H1_2x2_Blockhouse (BuildingInfo),64,77,3,6,7,0,0,0,0,0,0,0,0,-198.222,221.5469,383.0732
30221,Created- HighDensity- Completed- Abandoned,H1_4x4_CommercialBlockhouse (BuildingInfo),9,72,0,0,1,0,0,0,0,191,0,0,0,338.9963,227.0362,799.8411
31117,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),81,84,5,12,14,0,0,0,0,0,0,0,0,-60.7879,221.5469,455.5903
31967,Created- Completed- Abandoned,H1_officebuilding02EU_4x4 (BuildingInfo),0,0,0,0,0,0,0,0,0,191,0,0,0,243.2271,224.4872,431.781
32197,Created- Completed- Active- ZonesUpdated,hospital_EU (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,99.29484,221.8664,323.6907
32306,Created- HighDensity- Completed- Active,H1_2x2_Blockhouse (BuildingInfo),77,85,0,6,5,1,0,0,0,0,0,0,0,515.0415,255.8642,727.9514
32412,Created- HighDensity- Completed- Abandoned,H1_4x4_Blockhouse (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,715.1919,292.384,488.0768
32775,Created- Completed- Active,H1 4x4 Mediumfactory03 (BuildingInfo),97,81,0,0,0,0,0,0,0,0,0,0,0,-405.6314,221.4213,367.4102
32869,Created- HighDensity- Completed- Abandoned,H1_3x3_Blockhouse (BuildingInfo),0,0,0,0,0,0,0,0,128,0,0,0,0,-60.80545,221.5313,483.5903
33590,Created- HighDensity- Completed- Abandoned,H1_3x4_CommercialBlockhouse (BuildingInfo),6,56,0,0,1,0,0,0,0,191,0,0,0,310.9963,224.7392,799.8235
33831,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),78,85,2,7,12,0,0,0,0,0,0,0,0,479.0665,258.6898,687.9289
33841,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),73,73,4,14,14,0,0,0,0,0,0,0,0,-108.8631,221.5313,575.5602
34317,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse (BuildingInfo),62,84,2,6,12,1,0,0,0,0,0,0,0,559.2521,270.7528,391.9791
34355,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),6,0,9,0,8,0,0,0,0,0,2,0,0,715.0715,305.9539,680.0768
34813,Created- HighDensity- Completed- Abandoned,H1_4x3_CommercialBlockhouse (BuildingInfo),10,90,0,0,1,0,0,0,0,191,0,0,0,370.9963,230.0248,799.8611
35192,Created- Completed- Active,4x3_Factory_EU08 (BuildingInfo),95,77,0,0,0,0,0,0,0,0,0,0,0,763.0665,305.9993,688.1069
35234,Created- Completed- Active- ZonesUpdated,Library 01 (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,171.0916,221.6958,647.7358
35589,Created- HighDensity- Completed- Abandoned,H1_4x3_Blockhouse (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,715.0915,305.1752,648.0768
35628,Created- HighDensity- Completed- Abandoned,H1_4x3_Blockhouse (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,715.1116,303.7392,616.0768
35790,Created- HighDensity- Completed- Abandoned,H1_3x2_Blockhouse (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,-274.0062,221.5938,377.3502
35799,Created- HighDensity- Completed- Abandoned,H1_3x3_Blockhouse_Corner (BuildingInfo),5,0,0,0,2,0,0,0,0,0,0,0,0,719.0239,300.8726,756.0793
35832,Created- HighDensity- Completed- Active,H1_3x3_Blockhouse (BuildingInfo),85,79,2,6,8,1,0,0,0,0,0,0,0,-60.90075,221.5156,635.5903
36044,Created- HighDensity- Completed- Active,H1_2x3_Blockhouse (BuildingInfo),88,85,1,3,4,0,0,0,0,0,0,0,0,307.0239,224.4461,755.8209
36120,Created- HighDensity- Completed- Active,H1_3x3_Blockhouse_Corner (BuildingInfo),63,84,4,2,6,1,0,0,0,0,0,0,0,519.2547,262.6468,387.954
36211,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),63,74,2,12,16,1,0,0,0,0,0,0,0,-246.0857,221.5625,379.4587
36538,Created- Completed- Active,L1 4x4 Detached11 (BuildingInfo),89,83,1,2,5,1,0,0,0,0,0,0,0,115.0816,221.5589,663.7007
37196,Created- Completed- Active,L1 4x3 Shop02a (BuildingInfo),77,81,0,0,5,0,0,0,0,0,0,0,0,202.9662,221.574,847.7559
37958,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse01 (BuildingInfo),76,77,3,9,11,0,0,0,0,0,0,0,0,327.0264,226.0083,751.8335
38135,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),58,83,3,11,19,0,0,0,0,0,0,0,0,619.2521,277.9258,392.0167
38136,Created- Completed- Active,H1 3x3 Sweatshop07 (BuildingInfo),95,75,0,0,0,0,0,0,0,0,0,0,0,-382.0737,221.581,321.0526
38382,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),11,11,12,0,7,0,0,0,0,0,0,0,0,715.1317,301.7099,584.0768
38492,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse01 (BuildingInfo),64,69,2,1,6,0,0,0,0,0,0,0,0,-100.7453,221.5313,387.5652
39098,Created- Completed- Active- ZonesUpdated,Advanced Wind Turbine (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,-650.1025,186.375,362.682
39145,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),79,77,10,4,13,1,0,0,0,0,0,0,0,-108.8832,221.5156,607.5602
39436,Created- Completed- Abandoned,H1_3x4_Officeblock (BuildingInfo),0,0,0,0,0,0,0,0,0,191,0,0,0,243.1343,223.0956,579.7809
39471,Created- HighDensity- Completed- Active,H1_4x3_Blockhouse (BuildingInfo),75,83,13,2,7,0,0,0,0,0,0,0,0,479.1067,260.8453,623.9288
39699,Created- HighDensity- Completed- Abandoned,H1_4x3_Blockhouse (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,579.0264,273.1779,751.9916
39877,Created- HighDensity- Completed- Abandoned,H1_2x2_Blockhouse (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,659.0264,290.5948,752.0417
40215,Created- Completed- Abandoned- Historical,1341215328.TURTULE HOUSE_Data (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,91.05153,221.5313,711.6856
40287,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),60,86,5,13,15,0,0,0,0,0,0,0,0,715.232,287.5399,424.0769
40853,Created- HighDensity- Completed- Active,H1_3x2_Blockhouse (BuildingInfo),57,72,4,7,14,0,0,0,0,0,0,0,0,-246.4598,221.5781,331.2938
41201,Created- HighDensity- Completed- Abandoned,H1_4x4_Blockhouse (BuildingInfo),0,0,0,0,0,0,0,0,0,0,0,0,0,547.0264,264.8983,751.9714
41286,Created- HighDensity- Completed- Active,H1_2x2_Blockhouse (BuildingInfo),80,86,0,4,6,0,0,0,0,0,0,0,0,515.0515,257.1606,711.9514
41319,Created- HighDensity- Completed- Active,H1_4x4_Blockhouse (BuildingInfo),4,5,15,0,3,0,0,0,0,0,0,0,0,715.1667,296.4625,528.0768
41590,Created- Completed- Active,3x3_Factory_EU06 (BuildingInfo),94,76,0,0,0,0,0,0,0,0,0,0,0,763.0339,303.2433,740.1069
